Matériel;Jour_semaine;Ligne;Tranche_horaire;Fréquentation;Niveau_fréquentation
métro;Lundi-vendredi;Ligne a;09:00;moyenne;2.0
métro;Lundi-vendredi;Ligne a;15:00;faible;1.0
métro;Lundi-vendredi;Ligne a;15:30;moyenne;2.0
métro;Lundi-vendredi;Ligne a;22:00;faible;1.0
métro;Lundi-vendredi;Ligne a;22:30;faible;1.0
métro;Lundi-vendredi;Ligne a;23:00;faible;1.0
métro;Lundi-vendredi;Ligne a;00:00;non ouvert;
Articulés;Lundi-vendredi;C1;05:30;faible;1.0
Articulés;Lundi-vendredi;C1;07:00;faible;1.0
Articulés;Lundi-vendredi;C1;08:30;moyenne;2.0
Articulés;Lundi-vendredi;C1;09:30;faible;1.0
Articulés;Lundi-vendredi;C1;10:30;faible;1.0
Articulés;Lundi-vendredi;C1;11:30;faible;1.0
Articulés;Lundi-vendredi;C1;12:00;moyenne;2.0
Articulés;Lundi-vendredi;C1;14:30;faible;1.0
Articulés;Lundi-vendredi;C1;15:30;moyenne;2.0
Articulés;Lundi-vendredi;C1;17:30;haute;3.0
Articulés;Lundi-vendredi;C1;21:30;faible;1.0
Articulés;Lundi-vendredi;C2;05:30;faible;1.0
Articulés;Lundi-vendredi;C2;08:30;faible;1.0
Articulés;Lundi-vendredi;C2;09:00;faible;1.0
Articulés;Lundi-vendredi;C2;11:30;faible;1.0
Articulés;Lundi-vendredi;C2;12:00;faible;1.0
Articulés;Lundi-vendredi;C2;12:30;faible;1.0
Articulés;Lundi-vendredi;C2;14:00;faible;1.0
Articulés;Lundi-vendredi;C2;15:00;faible;1.0
Articulés;Lundi-vendredi;C2;19:30;faible;1.0
Articulés;Lundi-vendredi;C2;20:00;faible;1.0
Articulés;Lundi-vendredi;C2;23:30;faible;1.0
Articulés;Lundi-vendredi;C3;09:00;faible;1.0
Articulés;Lundi-vendredi;C3;11:00;faible;1.0
Articulés;Lundi-vendredi;C3;11:30;faible;1.0
Articulés;Lundi-vendredi;C3;12:30;moyenne;2.0
Articulés;Lundi-vendredi;C3;13:30;moyenne;2.0
Articulés;Lundi-vendredi;C3;15:00;faible;1.0
Articulés;Lundi-vendredi;C3;17:00;haute;3.0
Articulés;Lundi-vendredi;C3;19:00;faible;1.0
Articulés;Lundi-vendredi;C3;20:30;faible;1.0
Articulés;Lundi-vendredi;C3;21:30;faible;1.0
Articulés;Lundi-vendredi;C3;22:00;faible;1.0
Articulés;Lundi-vendredi;C3;00:30;non ouvert;
Articulés;Lundi-vendredi;C4;08:00;moyenne;2.0
Articulés;Lundi-vendredi;C4;10:00;faible;1.0
Articulés;Lundi-vendredi;C4;11:30;faible;1.0
Articulés;Lundi-vendredi;C4;14:30;faible;1.0
Articulés;Lundi-vendredi;C4;15:00;faible;1.0
Articulés;Lundi-vendredi;C4;20:30;faible;1.0
Articulés;Lundi-vendredi;C4;23:00;faible;1.0
Articulés;Lundi-vendredi;C4;00:00;non ouvert;
Articulés;Lundi-vendredi;C5;08:30;moyenne;2.0
Articulés;Lundi-vendredi;C5;09:30;faible;1.0
Articulés;Lundi-vendredi;C5;11:30;faible;1.0
Articulés;Lundi-vendredi;C5;12:30;faible;1.0
Articulés;Lundi-vendredi;C5;14:00;faible;1.0
Articulés;Lundi-vendredi;C5;15:30;moyenne;2.0
Articulés;Lundi-vendredi;C5;17:00;haute;3.0
Articulés;Lundi-vendredi;C5;17:30;haute;3.0
Articulés;Lundi-vendredi;C5;18:00;moyenne;2.0
Articulés;Lundi-vendredi;C5;19:00;faible;1.0
Articulés;Lundi-vendredi;C6;05:00;faible;1.0
Articulés;Lundi-vendredi;C6;13:00;faible;1.0
Articulés;Lundi-vendredi;C6;15:00;faible;1.0
Articulés;Lundi-vendredi;C6;15:30;moyenne;2.0
Articulés;Lundi-vendredi;C6;16:00;faible;1.0
Articulés;Lundi-vendredi;C6;18:30;faible;1.0
Articulés;Lundi-vendredi;C6;20:30;faible;1.0
Articulés;Lundi-vendredi;9;07:30;moyenne;2.0
Articulés;Lundi-vendredi;9;08:30;faible;1.0
Articulés;Lundi-vendredi;9;10:30;faible;1.0
Articulés;Lundi-vendredi;9;11:00;faible;1.0
Articulés;Lundi-vendredi;9;11:30;faible;1.0
Articulés;Lundi-vendredi;9;16:30;moyenne;2.0
Articulés;Lundi-vendredi;9;17:00;moyenne;2.0
Articulés;Lundi-vendredi;9;20:30;faible;1.0
Articulés;Lundi-vendredi;9;23:00;faible;1.0
Articulés;Lundi-vendredi;9;00:30;non ouvert;
standard;Lundi-vendredi;11;16:30;moyenne;2.0
standard;Lundi-vendredi;11;17:00;moyenne;2.0
standard;Lundi-vendredi;11;20:00;moyenne;2.0
standard;Lundi-vendredi;11;21:30;faible;1.0
standard;Lundi-vendredi;12;11:00;faible;1.0
standard;Lundi-vendredi;12;12:30;faible;1.0
standard;Lundi-vendredi;12;13:00;faible;1.0
standard;Lundi-vendredi;12;16:30;faible;1.0
standard;Lundi-vendredi;12;20:30;faible;1.0
standard;Lundi-vendredi;12;23:30;non ouvert;
standard;Lundi-vendredi;12;00:30;non ouvert;
standard;Lundi-vendredi;13;05:00;non ouvert;
standard;Lundi-vendredi;13;07:00;faible;1.0
standard;Lundi-vendredi;13;23:00;non ouvert;
standard;Lundi-vendredi;14;05:00;non ouvert;
standard;Lundi-vendredi;14;05:30;non ouvert;
standard;Lundi-vendredi;14;07:00;faible;1.0
standard;Lundi-vendredi;14;08:00;faible;1.0
standard;Lundi-vendredi;14;10:30;faible;1.0
standard;Lundi-vendredi;14;11:00;faible;1.0
standard;Lundi-vendredi;14;17:30;moyenne;2.0
standard;Lundi-vendredi;14;18:00;faible;1.0
standard;Lundi-vendredi;14;21:30;faible;1.0
standard;Lundi-vendredi;14;23:30;non ouvert;
standard;Lundi-vendredi;31;16:00;faible;1.0
standard;Lundi-vendredi;31;20:00;faible;1.0
standard;Lundi-vendredi;31;22:00;non ouvert;
standard;Lundi-vendredi;31;00:00;non ouvert;
standard;Lundi-vendredi;31;00:30;non ouvert;
standard;Lundi-vendredi;32;05:30;non ouvert;
standard;Lundi-vendredi;32;10:30;faible;1.0
standard;Lundi-vendredi;32;11:30;faible;1.0
standard;Lundi-vendredi;32;12:00;faible;1.0
standard;Lundi-vendredi;32;12:30;faible;1.0
standard;Lundi-vendredi;32;18:30;faible;1.0
standard;Lundi-vendredi;32;19:00;faible;1.0
standard;Lundi-vendredi;32;19:30;faible;1.0
standard;Lundi-vendredi;32;20:00;non ouvert;
standard;Lundi-vendredi;34;07:30;faible;1.0
standard;Lundi-vendredi;34;08:30;faible;1.0
standard;Lundi-vendredi;34;10:00;faible;1.0
standard;Lundi-vendredi;34;12:00;faible;1.0
standard;Lundi-vendredi;34;13:00;faible;1.0
standard;Lundi-vendredi;34;19:00;non ouvert;
standard;Lundi-vendredi;34;19:30;non ouvert;
standard;Lundi-vendredi;34;20:30;non ouvert;
standard;Lundi-vendredi;34;23:30;non ouvert;
standard;Lundi-vendredi;35;08:30;faible;1.0
standard;Lundi-vendredi;35;10:30;non ouvert;
standard;Lundi-vendredi;35;14:00;non ouvert;
standard;Lundi-vendredi;35;17:00;faible;1.0
standard;Lundi-vendredi;35;21:30;non ouvert;
standard;Lundi-vendredi;35;22:00;non ouvert;
standard;Lundi-vendredi;36;06:00;non ouvert;
standard;Lundi-vendredi;36;06:30;faible;1.0
standard;Lundi-vendredi;36;08:00;faible;1.0
standard;Lundi-vendredi;36;11:00;faible;1.0
standard;Lundi-vendredi;36;12:00;faible;1.0
standard;Lundi-vendredi;36;17:30;faible;1.0
standard;Lundi-vendredi;36;21:00;non ouvert;
standard;Lundi-vendredi;36;23:00;non ouvert;
standard;Lundi-vendredi;37;06:00;non ouvert;
standard;Lundi-vendredi;37;09:00;non ouvert;
standard;Lundi-vendredi;37;10:00;non ouvert;
standard;Lundi-vendredi;37;11:00;non ouvert;
standard;Lundi-vendredi;37;11:30;non ouvert;
standard;Lundi-vendredi;37;13:00;non ouvert;
standard;Lundi-vendredi;37;16:30;faible;1.0
standard;Lundi-vendredi;38;06:00;non ouvert;
standard;Lundi-vendredi;38;07:30;faible;1.0
standard;Lundi-vendredi;38;10:00;non ouvert;
standard;Lundi-vendredi;38;12:00;non ouvert;
standard;Lundi-vendredi;38;12:30;non ouvert;
standard;Lundi-vendredi;38;13:30;non ouvert;
standard;Lundi-vendredi;38;14:00;non ouvert;
standard;Lundi-vendredi;38;16:00;non ouvert;
standard;Lundi-vendredi;38;21:00;non ouvert;
standard;Lundi-vendredi;38;21:30;non ouvert;
standard;Lundi-vendredi;38;00:00;non ouvert;
standard;Lundi-vendredi;40;05:00;non ouvert;
standard;Lundi-vendredi;40;07:00;faible;1.0
standard;Lundi-vendredi;40;09:00;non ouvert;
standard;Lundi-vendredi;40;11:00;non ouvert;
standard;Lundi-vendredi;40;12:00;haute;3.0
standard;Lundi-vendredi;40;14:00;non ouvert;
standard;Lundi-vendredi;40;14:30;non ouvert;
standard;Lundi-vendredi;40;15:00;faible;1.0
standard;Lundi-vendredi;40;16:30;faible;1.0
standard;Lundi-vendredi;40;20:30;non ouvert;
standard;Lundi-vendredi;40;22:30;non ouvert;
standard;Lundi-vendredi;40;23:00;non ouvert;
standard;Lundi-vendredi;40;00:00;non ouvert;
standard;Lundi-vendredi;41ex;11:30;non ouvert;
standard;Lundi-vendredi;41ex;16:30;faible;1.0
standard;Lundi-vendredi;41ex;00:30;non ouvert;
standard;Lundi-vendredi;44ex;06:00;non ouvert;
standard;Lundi-vendredi;44ex;07:30;haute;3.0
standard;Lundi-vendredi;44ex;08:30;faible;1.0
standard;Lundi-vendredi;44ex;09:30;non ouvert;
standard;Lundi-vendredi;44ex;10:00;non ouvert;
standard;Lundi-vendredi;44ex;11:00;non ouvert;
standard;Lundi-vendredi;44ex;15:00;faible;1.0
standard;Lundi-vendredi;44ex;19:30;non ouvert;
Articulés;Lundi-vendredi;50;05:30;non ouvert;
Articulés;Lundi-vendredi;50;06:30;faible;1.0
Articulés;Lundi-vendredi;50;13:30;faible;1.0
Articulés;Lundi-vendredi;50;15:30;faible;1.0
Articulés;Lundi-vendredi;50;17:00;moyenne;2.0
Articulés;Lundi-vendredi;50;22:30;non ouvert;
Articulés;Lundi-vendredi;50;23:30;non ouvert;
standard;Lundi-vendredi;51;07:00;faible;1.0
standard;Lundi-vendredi;51;08:00;faible;1.0
standard;Lundi-vendredi;51;10:00;faible;1.0
standard;Lundi-vendredi;51;19:00;faible;1.0
standard;Lundi-vendredi;52;07:30;faible;1.0
standard;Lundi-vendredi;52;10:30;faible;1.0
standard;Lundi-vendredi;52;12:30;faible;1.0
standard;Lundi-vendredi;52;15:00;faible;1.0
standard;Lundi-vendredi;52;15:30;faible;1.0
standard;Lundi-vendredi;52;20:30;faible;1.0
Articulés;Lundi-vendredi;53;10:00;faible;1.0
Articulés;Lundi-vendredi;53;11:00;faible;1.0
Articulés;Lundi-vendredi;53;15:30;faible;1.0
Articulés;Lundi-vendredi;53;18:30;faible;1.0
Articulés;Lundi-vendredi;53;23:00;non ouvert;
Articulés;Lundi-vendredi;54;08:30;moyenne;2.0
Articulés;Lundi-vendredi;54;09:30;faible;1.0
Articulés;Lundi-vendredi;54;12:30;faible;1.0
Articulés;Lundi-vendredi;54;13:30;faible;1.0
Articulés;Lundi-vendredi;54;17:30;haute;3.0
Articulés;Lundi-vendredi;54;18:30;faible;1.0
Articulés;Lundi-vendredi;54;21:00;non ouvert;
Articulés;Lundi-vendredi;54;23:00;non ouvert;
Articulés;Lundi-vendredi;55;05:30;non ouvert;
Articulés;Lundi-vendredi;55;06:30;faible;1.0
Articulés;Lundi-vendredi;55;07:30;faible;1.0
Articulés;Lundi-vendredi;55;09:00;faible;1.0
Articulés;Lundi-vendredi;55;11:30;faible;1.0
Articulés;Lundi-vendredi;55;12:00;faible;1.0
Articulés;Lundi-vendredi;55;13:00;faible;1.0
Articulés;Lundi-vendredi;55;16:00;faible;1.0
Articulés;Lundi-vendredi;55;16:30;moyenne;2.0
Articulés;Lundi-vendredi;55;18:00;faible;1.0
Articulés;Lundi-vendredi;55;20:00;faible;1.0
Articulés;Lundi-vendredi;55;20:30;faible;1.0
standard;Lundi-vendredi;56;05:00;non ouvert;
standard;Lundi-vendredi;56;14:30;faible;1.0
standard;Lundi-vendredi;56;18:00;faible;1.0
Articulés;Lundi-vendredi;57;07:00;faible;1.0
Articulés;Lundi-vendredi;57;09:00;haute;3.0
Articulés;Lundi-vendredi;57;10:00;faible;1.0
Articulés;Lundi-vendredi;57;10:30;faible;1.0
Articulés;Lundi-vendredi;57;11:00;faible;1.0
Articulés;Lundi-vendredi;57;13:30;faible;1.0
Articulés;Lundi-vendredi;57;14:30;faible;1.0
Articulés;Lundi-vendredi;57;15:30;moyenne;2.0
Articulés;Lundi-vendredi;57;17:00;haute;3.0
Articulés;Lundi-vendredi;57;21:00;faible;1.0
standard;Lundi-vendredi;59;06:00;faible;1.0
standard;Lundi-vendredi;59;06:30;faible;1.0
standard;Lundi-vendredi;59;11:00;faible;1.0
standard;Lundi-vendredi;59;14:30;faible;1.0
standard;Lundi-vendredi;59;20:00;faible;1.0
standard;Lundi-vendredi;59;23:00;non ouvert;
standard;Lundi-vendredi;59;23:30;non ouvert;
standard;Lundi-vendredi;61;06:30;faible;1.0
standard;Lundi-vendredi;61;11:30;faible;1.0
standard;Lundi-vendredi;61;12:30;faible;1.0
standard;Lundi-vendredi;61;13:30;faible;1.0
standard;Lundi-vendredi;61;15:00;faible;1.0
standard;Lundi-vendredi;61;17:30;faible;1.0
standard;Lundi-vendredi;61;22:30;non ouvert;
standard;Lundi-vendredi;62;07:00;faible;1.0
standard;Lundi-vendredi;62;07:30;faible;1.0
standard;Lundi-vendredi;62;08:00;faible;1.0
standard;Lundi-vendredi;62;10:30;faible;1.0
standard;Lundi-vendredi;62;15:30;faible;1.0
standard;Lundi-vendredi;62;17:00;moyenne;2.0
standard;Lundi-vendredi;62;21:00;non ouvert;
standard;Lundi-vendredi;62;23:30;non ouvert;
standard;Lundi-vendredi;64;05:00;non ouvert;
standard;Lundi-vendredi;64;10:30;faible;1.0
standard;Lundi-vendredi;64;12:00;faible;1.0
standard;Lundi-vendredi;64;16:00;faible;1.0
standard;Lundi-vendredi;64;18:30;faible;1.0
standard;Lundi-vendredi;64;19:30;faible;1.0
standard;Lundi-vendredi;65;05:00;non ouvert;
standard;Lundi-vendredi;65;10:30;faible;1.0
standard;Lundi-vendredi;65;16:00;faible;1.0
standard;Lundi-vendredi;65;18:30;faible;1.0
standard;Lundi-vendredi;65;21:30;non ouvert;
standard;Lundi-vendredi;65;00:30;non ouvert;
standard;Lundi-vendredi;67;05:00;non ouvert;
standard;Lundi-vendredi;67;07:30;faible;1.0
standard;Lundi-vendredi;67;08:30;faible;1.0
standard;Lundi-vendredi;67;10:30;faible;1.0
standard;Lundi-vendredi;67;15:30;faible;1.0
standard;Lundi-vendredi;67;16:00;faible;1.0
standard;Lundi-vendredi;67;17:30;faible;1.0
standard;Lundi-vendredi;67;18:00;faible;1.0
standard;Lundi-vendredi;67;21:30;non ouvert;
standard;Lundi-vendredi;67;22:30;non ouvert;
standard;Lundi-vendredi;67;00:30;non ouvert;
standard;Lundi-vendredi;68;06:00;faible;1.0
standard;Lundi-vendredi;68;07:30;faible;1.0
standard;Lundi-vendredi;68;09:00;faible;1.0
standard;Lundi-vendredi;68;10:30;faible;1.0
standard;Lundi-vendredi;68;11:00;faible;1.0
standard;Lundi-vendredi;68;13:00;faible;1.0
standard;Lundi-vendredi;68;14:30;faible;1.0
standard;Lundi-vendredi;68;17:00;faible;1.0
standard;Lundi-vendredi;68;17:30;faible;1.0
standard;Lundi-vendredi;68;21:30;non ouvert;
standard;Lundi-vendredi;68;22:30;non ouvert;
standard;Lundi-vendredi;68;00:30;non ouvert;
standard;Lundi-vendredi;70;05:30;non ouvert;
standard;Lundi-vendredi;70;06:30;faible;1.0
standard;Lundi-vendredi;70;11:30;non ouvert;
standard;Lundi-vendredi;70;14:00;non ouvert;
standard;Lundi-vendredi;70;14:30;non ouvert;
standard;Lundi-vendredi;70;19:30;faible;1.0
standard;Lundi-vendredi;70;21:30;non ouvert;
standard;Lundi-vendredi;70;00:30;non ouvert;
standard;Lundi-vendredi;71;05:00;non ouvert;
standard;Lundi-vendredi;71;09:00;non ouvert;
standard;Lundi-vendredi;71;11:00;non ouvert;
standard;Lundi-vendredi;71;13:30;non ouvert;
standard;Lundi-vendredi;71;14:30;non ouvert;
standard;Lundi-vendredi;71;15:30;non ouvert;
standard;Lundi-vendredi;71;22:30;non ouvert;
standard;Lundi-vendredi;71;00:00;non ouvert;
standard;Lundi-vendredi;72;06:00;faible;1.0
standard;Lundi-vendredi;72;07:30;moyenne;2.0
standard;Lundi-vendredi;72;08:30;faible;1.0
standard;Lundi-vendredi;72;09:00;faible;1.0
standard;Lundi-vendredi;72;10:30;faible;1.0
standard;Lundi-vendredi;72;12:00;faible;1.0
standard;Lundi-vendredi;72;13:00;faible;1.0
standard;Lundi-vendredi;72;17:00;moyenne;2.0
standard;Lundi-vendredi;72;21:30;non ouvert;
standard;Lundi-vendredi;72;00:00;non ouvert;
standard;Lundi-vendredi;73;10:00;faible;1.0
standard;Lundi-vendredi;73;12:00;faible;1.0
standard;Lundi-vendredi;73;14:00;faible;1.0
standard;Lundi-vendredi;73;14:30;faible;1.0
standard;Lundi-vendredi;73;20:30;faible;1.0
standard;Lundi-vendredi;73;23:00;non ouvert;
standard;Lundi-vendredi;73;00:30;non ouvert;
standard;Lundi-vendredi;74;05:30;non ouvert;
standard;Lundi-vendredi;74;07:30;faible;1.0
standard;Lundi-vendredi;74;09:00;moyenne;2.0
standard;Lundi-vendredi;74;10:00;faible;1.0
standard;Lundi-vendredi;74;15:30;faible;1.0
standard;Lundi-vendredi;74;20:30;faible;1.0
standard;Lundi-vendredi;75;09:30;faible;1.0
standard;Lundi-vendredi;75;10:30;faible;1.0
standard;Lundi-vendredi;75;13:00;faible;1.0
standard;Lundi-vendredi;75;14:00;faible;1.0
standard;Lundi-vendredi;75;17:00;moyenne;2.0
standard;Lundi-vendredi;75;00:00;non ouvert;
standard;Lundi-vendredi;76;06:00;non ouvert;
standard;Lundi-vendredi;76;07:00;moyenne;2.0
standard;Lundi-vendredi;76;11:00;faible;1.0
standard;Lundi-vendredi;76;13:00;faible;1.0
standard;Lundi-vendredi;76;15:00;faible;1.0
standard;Lundi-vendredi;76;19:00;faible;1.0
standard;Lundi-vendredi;76;22:00;non ouvert;
standard;Lundi-vendredi;76;22:30;non ouvert;
standard;Lundi-vendredi;77;05:00;non ouvert;
standard;Lundi-vendredi;77;08:00;faible;1.0
standard;Lundi-vendredi;77;09:30;faible;1.0
standard;Lundi-vendredi;77;13:30;faible;1.0
standard;Lundi-vendredi;77;17:30;faible;1.0
standard;Lundi-vendredi;77;21:00;non ouvert;
standard;Lundi-vendredi;77;23:00;non ouvert;
standard;Lundi-vendredi;77;00:00;non ouvert;
standard;Lundi-vendredi;78;06:00;faible;1.0
standard;Lundi-vendredi;78;07:00;faible;1.0
standard;Lundi-vendredi;78;11:00;faible;1.0
standard;Lundi-vendredi;78;12:00;faible;1.0
standard;Lundi-vendredi;78;13:30;faible;1.0
standard;Lundi-vendredi;78;14:00;faible;1.0
standard;Lundi-vendredi;78;21:30;non ouvert;
standard;Lundi-vendredi;78;22:00;non ouvert;
standard;Lundi-vendredi;78;23:30;non ouvert;
standard;Lundi-vendredi;79;07:00;faible;1.0
standard;Lundi-vendredi;79;08:00;faible;1.0
standard;Lundi-vendredi;79;08:30;faible;1.0
standard;Lundi-vendredi;79;10:00;non ouvert;
standard;Lundi-vendredi;79;13:30;non ouvert;
standard;Lundi-vendredi;79;14:00;non ouvert;
standard;Lundi-vendredi;79;18:30;faible;1.0
standard;Lundi-vendredi;79;21:00;non ouvert;
standard;Lundi-vendredi;79;22:30;non ouvert;
standard;Lundi-vendredi;79;23:30;non ouvert;
standard;Lundi-vendredi;80;09:00;faible;1.0
standard;Lundi-vendredi;80;12:30;faible;1.0
standard;Lundi-vendredi;80;15:00;faible;1.0
standard;Lundi-vendredi;80;17:30;faible;1.0
standard;Lundi-vendredi;80;18:30;faible;1.0
standard;Lundi-vendredi;80;19:30;faible;1.0
standard;Lundi-vendredi;80;22:00;non ouvert;
standard;Lundi-vendredi;80;23:00;non ouvert;
standard;Lundi-vendredi;81;05:00;non ouvert;
standard;Lundi-vendredi;81;08:00;faible;1.0
standard;Lundi-vendredi;81;08:30;faible;1.0
standard;Lundi-vendredi;81;09:00;faible;1.0
standard;Lundi-vendredi;81;10:00;non ouvert;
standard;Lundi-vendredi;81;11:00;non ouvert;
standard;Lundi-vendredi;81;12:00;faible;1.0
standard;Lundi-vendredi;81;13:00;faible;1.0
standard;Lundi-vendredi;81;13:30;faible;1.0
standard;Lundi-vendredi;81;16:30;faible;1.0
standard;Lundi-vendredi;81;18:30;faible;1.0
standard;Lundi-vendredi;81;19:30;faible;1.0
standard;Lundi-vendredi;81;00:00;non ouvert;
standard;Lundi-vendredi;82;06:30;faible;1.0
standard;Lundi-vendredi;82;12:30;non ouvert;
standard;Lundi-vendredi;82;13:00;faible;1.0
standard;Lundi-vendredi;82;17:00;moyenne;2.0
standard;Lundi-vendredi;82;19:30;faible;1.0
standard;Lundi-vendredi;82;21:30;non ouvert;
standard;Lundi-vendredi;82;22:00;non ouvert;
standard;Lundi-vendredi;82;23:00;non ouvert;
standard;Lundi-vendredi;90;05:30;non ouvert;
standard;Lundi-vendredi;90;12:30;non ouvert;
standard;Lundi-vendredi;90;16:30;faible;1.0
standard;Lundi-vendredi;90;17:00;faible;1.0
standard;Lundi-vendredi;90;18:30;non ouvert;
standard;Lundi-vendredi;91;05:30;non ouvert;
standard;Lundi-vendredi;91;09:30;faible;1.0
standard;Lundi-vendredi;91;10:00;non ouvert;
standard;Lundi-vendredi;91;10:30;non ouvert;
standard;Lundi-vendredi;91;19:00;non ouvert;
standard;Lundi-vendredi;91;19:30;non ouvert;
standard;Lundi-vendredi;94;08:30;non ouvert;
standard;Lundi-vendredi;94;12:00;faible;1.0
standard;Lundi-vendredi;94;13:00;faible;1.0
standard;Lundi-vendredi;94;13:30;faible;1.0
standard;Lundi-vendredi;94;14:30;faible;1.0
standard;Lundi-vendredi;94;20:30;faible;1.0
standard;Lundi-vendredi;94;21:30;non ouvert;
standard;Lundi-vendredi;94;00:00;non ouvert;
standard;Lundi-vendredi;150ex;07:00;faible;1.0
standard;Lundi-vendredi;150ex;07:30;faible;1.0
standard;Lundi-vendredi;150ex;10:30;non ouvert;
standard;Lundi-vendredi;150ex;12:00;non ouvert;
standard;Lundi-vendredi;150ex;13:30;non ouvert;
standard;Lundi-vendredi;150ex;15:00;non ouvert;
standard;Lundi-vendredi;150ex;20:00;non ouvert;
standard;Lundi-vendredi;150ex;22:00;non ouvert;
standard;Lundi-vendredi;151ex;05:00;non ouvert;
standard;Lundi-vendredi;151ex;05:30;non ouvert;
standard;Lundi-vendredi;151ex;08:30;faible;1.0
standard;Lundi-vendredi;151ex;13:00;non ouvert;
standard;Lundi-vendredi;151ex;13:30;non ouvert;
standard;Lundi-vendredi;151ex;15:00;non ouvert;
standard;Lundi-vendredi;151ex;16:00;faible;1.0
standard;Lundi-vendredi;151ex;20:30;non ouvert;
standard;Lundi-vendredi;151ex;23:00;non ouvert;
standard;Lundi-vendredi;152ex;05:30;non ouvert;
standard;Lundi-vendredi;152ex;06:30;non ouvert;
standard;Lundi-vendredi;152ex;09:00;non ouvert;
standard;Lundi-vendredi;152ex;09:30;non ouvert;
standard;Lundi-vendredi;152ex;10:00;non ouvert;
standard;Lundi-vendredi;152ex;13:00;non ouvert;
standard;Lundi-vendredi;152ex;14:30;non ouvert;
standard;Lundi-vendredi;152ex;21:00;non ouvert;
standard;Lundi-vendredi;152ex;22:00;non ouvert;
standard;Lundi-vendredi;152ex;23:30;non ouvert;
standard;Lundi-vendredi;152ex;00:30;non ouvert;
standard;Lundi-vendredi;153ex;05:00;non ouvert;
standard;Lundi-vendredi;153ex;07:00;faible;1.0
standard;Lundi-vendredi;153ex;08:30;faible;1.0
standard;Lundi-vendredi;153ex;10:30;non ouvert;
standard;Lundi-vendredi;153ex;11:30;non ouvert;
standard;Lundi-vendredi;153ex;13:30;non ouvert;
standard;Lundi-vendredi;153ex;16:00;faible;1.0
standard;Lundi-vendredi;153ex;16:30;faible;1.0
standard;Lundi-vendredi;153ex;18:30;faible;1.0
standard;Lundi-vendredi;153ex;22:00;non ouvert;
standard;Lundi-vendredi;154ex;06:00;non ouvert;
standard;Lundi-vendredi;154ex;07:30;faible;1.0
standard;Lundi-vendredi;154ex;15:00;non ouvert;
standard;Lundi-vendredi;154ex;15:30;non ouvert;
standard;Lundi-vendredi;154ex;17:00;haute;3.0
standard;Lundi-vendredi;154ex;17:30;faible;1.0
standard;Lundi-vendredi;154ex;23:30;non ouvert;
standard;Lundi-vendredi;155ex;05:00;non ouvert;
standard;Lundi-vendredi;155ex;05:30;non ouvert;
standard;Lundi-vendredi;155ex;07:30;faible;1.0
standard;Lundi-vendredi;155ex;08:00;faible;1.0
standard;Lundi-vendredi;155ex;08:30;faible;1.0
standard;Lundi-vendredi;155ex;09:00;non ouvert;
standard;Lundi-vendredi;155ex;19:00;non ouvert;
standard;Lundi-vendredi;155ex;19:30;non ouvert;
standard;Lundi-vendredi;156ex;12:00;non ouvert;
standard;Lundi-vendredi;156ex;13:30;non ouvert;
standard;Lundi-vendredi;156ex;14:30;non ouvert;
standard;Lundi-vendredi;156ex;19:00;non ouvert;
standard;Lundi-vendredi;156ex;23:00;non ouvert;
standard;Lundi-vendredi;157ex;06:30;non ouvert;
standard;Lundi-vendredi;157ex;07:00;faible;1.0
standard;Lundi-vendredi;157ex;12:30;non ouvert;
standard;Lundi-vendredi;157ex;18:30;faible;1.0
standard;Lundi-vendredi;157ex;21:00;non ouvert;
standard;Lundi-vendredi;157ex;21:30;non ouvert;
standard;Lundi-vendredi;157ex;23:00;non ouvert;
standard;Lundi-vendredi;157ex;00:00;non ouvert;
standard;Lundi-vendredi;157ex;00:30;non ouvert;
Articulés;Lundi-vendredi;KerLannex;05:30;non ouvert;
Articulés;Lundi-vendredi;KerLannex;07:30;haute;3.0
Articulés;Lundi-vendredi;KerLannex;08:00;moyenne;2.0
Articulés;Lundi-vendredi;KerLannex;08:30;faible;1.0
Articulés;Lundi-vendredi;KerLannex;09:00;non ouvert;
Articulés;Lundi-vendredi;KerLannex;09:30;non ouvert;
Articulés;Lundi-vendredi;KerLannex;11:00;non ouvert;
Articulés;Lundi-vendredi;KerLannex;13:30;non ouvert;
Articulés;Lundi-vendredi;KerLannex;20:00;non ouvert;
Articulés;Lundi-vendredi;KerLannex;22:30;non ouvert;
standard;Lundi-vendredi;159ex;09:30;non ouvert;
standard;Lundi-vendredi;159ex;10:00;non ouvert;
standard;Lundi-vendredi;159ex;11:00;non ouvert;
standard;Lundi-vendredi;159ex;13:30;non ouvert;
standard;Lundi-vendredi;159ex;17:00;faible;1.0
standard;Lundi-vendredi;159ex;21:30;non ouvert;
standard;Lundi-vendredi;159ex;23:30;non ouvert;
Articulés;Lundi-vendredi;161ex;08:30;non ouvert;
Articulés;Lundi-vendredi;161ex;10:30;non ouvert;
Articulés;Lundi-vendredi;161ex;12:30;non ouvert;
Articulés;Lundi-vendredi;161ex;14:30;non ouvert;
Articulés;Lundi-vendredi;161ex;20:30;non ouvert;
standard;Lundi-vendredi;164ex;07:00;faible;1.0
standard;Lundi-vendredi;164ex;10:00;non ouvert;
standard;Lundi-vendredi;164ex;11:30;non ouvert;
standard;Lundi-vendredi;164ex;12:30;non ouvert;
