Matériel;Jour_semaine;Ligne;Tranche_horaire;Fréquentation;Niveau_fréquentation
Standard;Dimanche;62;00:30;non ouvert;
Standard;Dimanche;64;05:30;non ouvert;
Standard;Dimanche;64;06:00;non ouvert;
Standard;Dimanche;64;07:00;non ouvert;
Standard;Dimanche;64;14:30;faible;1.0
Standard;Dimanche;64;17:30;faible;1.0
Standard;Dimanche;64;20:00;faible;1.0
Standard;Dimanche;64;20:30;faible;1.0
Standard;Dimanche;65;08:00;non ouvert;
Standard;Dimanche;65;10:00;non ouvert;
Standard;Dimanche;65;18:00;non ouvert;
Standard;Dimanche;65;19:00;non ouvert;
Standard;Dimanche;65;19:30;non ouvert;
Standard;Dimanche;65;21:30;non ouvert;
Standard;Dimanche;65;23:00;non ouvert;
0;Dimanche;67;05:30;non ouvert;
0;Dimanche;67;09:00;non ouvert;
0;Dimanche;67;12:00;non ouvert;
0;Dimanche;67;13:00;non ouvert;
0;Dimanche;67;20:30;non ouvert;
0;Dimanche;68;05:30;non ouvert;
0;Dimanche;68;06:00;non ouvert;
0;Dimanche;68;07:00;non ouvert;
0;Dimanche;68;10:00;non ouvert;
0;Dimanche;68;12:30;non ouvert;
0;Dimanche;68;16:30;non ouvert;
0;Dimanche;68;19:00;non ouvert;
0;Dimanche;68;19:30;non ouvert;
0;Dimanche;68;20:00;non ouvert;
0;Dimanche;68;20:30;non ouvert;
0;Dimanche;70;05:00;non ouvert;
0;Dimanche;70;05:30;non ouvert;
0;Dimanche;70;06:00;non ouvert;
0;Dimanche;70;08:00;non ouvert;
0;Dimanche;70;09:00;non ouvert;
0;Dimanche;70;10:00;non ouvert;
0;Dimanche;70;11:30;non ouvert;
0;Dimanche;70;13:30;non ouvert;
0;Dimanche;70;14:30;non ouvert;
0;Dimanche;70;15:30;non ouvert;
0;Dimanche;70;16:30;non ouvert;
0;Dimanche;70;18:00;non ouvert;
0;Dimanche;70;19:30;non ouvert;
0;Dimanche;70;23:30;non ouvert;
0;Dimanche;71;08:30;non ouvert;
0;Dimanche;71;09:00;non ouvert;
0;Dimanche;71;10:00;non ouvert;
0;Dimanche;71;13:00;non ouvert;
0;Dimanche;71;14:30;non ouvert;
0;Dimanche;71;16:30;non ouvert;
0;Dimanche;71;18:30;non ouvert;
0;Dimanche;71;20:00;non ouvert;
0;Dimanche;71;20:30;non ouvert;
0;Dimanche;71;22:30;non ouvert;
0;Dimanche;71;23:30;non ouvert;
Standard;Dimanche;72;09:30;non ouvert;
Standard;Dimanche;72;15:30;faible;1.0
Standard;Dimanche;72;16:00;faible;1.0
Standard;Dimanche;72;00:30;non ouvert;
0;Dimanche;73;07:00;non ouvert;
0;Dimanche;73;11:30;non ouvert;
0;Dimanche;73;12:30;non ouvert;
0;Dimanche;73;16:00;non ouvert;
0;Dimanche;73;20:30;non ouvert;
0;Dimanche;73;21:30;non ouvert;
0;Dimanche;74;10:00;non ouvert;
0;Dimanche;74;17:00;non ouvert;
0;Dimanche;74;17:30;non ouvert;
0;Dimanche;74;18:00;non ouvert;
0;Dimanche;74;20:00;non ouvert;
0;Dimanche;74;21:30;non ouvert;
0;Dimanche;74;23:00;non ouvert;
0;Dimanche;75;11:30;non ouvert;
0;Dimanche;75;12:00;non ouvert;
0;Dimanche;75;17:00;non ouvert;
0;Dimanche;75;18:30;non ouvert;
0;Dimanche;75;19:30;non ouvert;
0;Dimanche;75;20:30;non ouvert;
0;Dimanche;75;23:30;non ouvert;
0;Dimanche;75;00:00;non ouvert;
0;Dimanche;76;07:00;non ouvert;
0;Dimanche;76;07:30;non ouvert;
0;Dimanche;76;17:00;non ouvert;
0;Dimanche;76;22:00;non ouvert;
0;Dimanche;76;00:00;non ouvert;
0;Dimanche;76;00:30;non ouvert;
Standard;Dimanche;77;10:00;non ouvert;
Standard;Dimanche;77;13:00;faible;1.0
Standard;Dimanche;77;13:30;faible;1.0
Standard;Dimanche;77;14:30;faible;1.0
Standard;Dimanche;77;15:00;faible;1.0
Standard;Dimanche;77;18:30;faible;1.0
Standard;Dimanche;77;20:00;faible;1.0
Standard;Dimanche;77;21:30;non ouvert;
Standard;Dimanche;77;00:00;non ouvert;
0;Dimanche;78;05:30;non ouvert;
0;Dimanche;78;08:00;non ouvert;
0;Dimanche;78;08:30;non ouvert;
0;Dimanche;78;09:00;non ouvert;
0;Dimanche;78;10:00;non ouvert;
0;Dimanche;78;10:30;non ouvert;
0;Dimanche;78;15:30;non ouvert;
0;Dimanche;78;19:00;non ouvert;
0;Dimanche;78;23:30;non ouvert;
0;Dimanche;79;07:30;non ouvert;
0;Dimanche;79;10:00;non ouvert;
0;Dimanche;79;13:00;non ouvert;
0;Dimanche;79;13:30;non ouvert;
0;Dimanche;79;15:30;non ouvert;
0;Dimanche;79;18:00;non ouvert;
0;Dimanche;79;19:00;non ouvert;
0;Dimanche;80;06:00;non ouvert;
0;Dimanche;80;09:30;non ouvert;
0;Dimanche;80;12:00;non ouvert;
0;Dimanche;80;17:30;non ouvert;
0;Dimanche;80;19:30;non ouvert;
0;Dimanche;80;20:30;non ouvert;
0;Dimanche;80;23:00;non ouvert;
0;Dimanche;80;23:30;non ouvert;
0;Dimanche;80;00:00;non ouvert;
Standard;Dimanche;81;08:30;non ouvert;
Standard;Dimanche;81;17:00;faible;1.0
Standard;Dimanche;81;18:30;faible;1.0
Standard;Dimanche;81;20:30;faible;1.0
Standard;Dimanche;81;21:00;non ouvert;
Standard;Dimanche;81;21:30;non ouvert;
Standard;Dimanche;81;23:00;non ouvert;
Standard;Dimanche;81;23:30;non ouvert;
Standard;Dimanche;82;06:00;non ouvert;
Standard;Dimanche;82;06:30;non ouvert;
Standard;Dimanche;82;07:00;non ouvert;
Standard;Dimanche;82;10:00;non ouvert;
Standard;Dimanche;82;13:00;non ouvert;
Standard;Dimanche;82;16:00;non ouvert;
Standard;Dimanche;82;18:30;non ouvert;
Standard;Dimanche;82;19:30;non ouvert;
Standard;Dimanche;82;22:30;non ouvert;
Standard;Dimanche;82;23:00;non ouvert;
0;Dimanche;90;06:30;non ouvert;
0;Dimanche;90;08:00;non ouvert;
0;Dimanche;90;11:00;non ouvert;
0;Dimanche;90;11:30;non ouvert;
0;Dimanche;90;18:00;non ouvert;
0;Dimanche;90;00:30;non ouvert;
0;Dimanche;91;05:30;non ouvert;
0;Dimanche;91;08:00;non ouvert;
0;Dimanche;91;09:00;non ouvert;
0;Dimanche;91;09:30;non ouvert;
0;Dimanche;91;10:30;non ouvert;
0;Dimanche;91;16:00;non ouvert;
0;Dimanche;91;19:30;non ouvert;
0;Dimanche;91;23:30;non ouvert;
Standard;Dimanche;94;05:30;non ouvert;
Standard;Dimanche;94;06:00;non ouvert;
Standard;Dimanche;94;07:00;non ouvert;
Standard;Dimanche;94;08:00;non ouvert;
Standard;Dimanche;94;17:00;faible;1.0
Standard;Dimanche;94;21:00;non ouvert;
Standard;Dimanche;94;22:30;non ouvert;
0;Dimanche;150ex;08:00;non ouvert;
0;Dimanche;150ex;09:00;non ouvert;
0;Dimanche;150ex;09:30;non ouvert;
0;Dimanche;150ex;15:00;non ouvert;
0;Dimanche;150ex;15:30;non ouvert;
0;Dimanche;150ex;21:00;non ouvert;
0;Dimanche;150ex;22:30;non ouvert;
0;Dimanche;150ex;00:30;non ouvert;
0;Dimanche;151ex;07:30;non ouvert;
0;Dimanche;151ex;09:00;non ouvert;
0;Dimanche;151ex;09:30;non ouvert;
0;Dimanche;151ex;14:00;non ouvert;
0;Dimanche;151ex;18:30;non ouvert;
0;Dimanche;151ex;20:00;non ouvert;
0;Dimanche;151ex;00:30;non ouvert;
0;Dimanche;152ex;14:00;non ouvert;
0;Dimanche;152ex;16:30;non ouvert;
0;Dimanche;152ex;17:30;non ouvert;
0;Dimanche;152ex;19:00;non ouvert;
0;Dimanche;152ex;19:30;non ouvert;
0;Dimanche;152ex;20:00;non ouvert;
0;Dimanche;152ex;00:00;non ouvert;
0;Dimanche;152ex;00:30;non ouvert;
0;Dimanche;153ex;06:30;non ouvert;
0;Dimanche;153ex;07:30;non ouvert;
0;Dimanche;153ex;09:30;non ouvert;
0;Dimanche;153ex;15:30;non ouvert;
0;Dimanche;153ex;00:30;non ouvert;
0;Dimanche;154ex;10:00;non ouvert;
0;Dimanche;154ex;11:00;non ouvert;
0;Dimanche;154ex;13:30;non ouvert;
0;Dimanche;154ex;14:00;non ouvert;
0;Dimanche;154ex;15:30;non ouvert;
0;Dimanche;154ex;16:30;non ouvert;
0;Dimanche;154ex;20:00;non ouvert;
0;Dimanche;155ex;06:30;non ouvert;
0;Dimanche;155ex;07:00;non ouvert;
0;Dimanche;155ex;10:00;non ouvert;
0;Dimanche;155ex;16:00;non ouvert;
0;Dimanche;155ex;17:30;non ouvert;
0;Dimanche;155ex;20:30;non ouvert;
0;Dimanche;155ex;23:00;non ouvert;
0;Dimanche;155ex;00:00;non ouvert;
0;Dimanche;156ex;06:30;non ouvert;
0;Dimanche;156ex;07:00;non ouvert;
0;Dimanche;156ex;08:00;non ouvert;
0;Dimanche;156ex;08:30;non ouvert;
0;Dimanche;156ex;09:00;non ouvert;
0;Dimanche;156ex;10:30;non ouvert;
0;Dimanche;156ex;12:00;non ouvert;
0;Dimanche;156ex;17:00;non ouvert;
0;Dimanche;156ex;23:30;non ouvert;
0;Dimanche;156ex;00:00;non ouvert;
0;Dimanche;157ex;05:00;non ouvert;
0;Dimanche;157ex;07:00;non ouvert;
0;Dimanche;157ex;09:00;non ouvert;
0;Dimanche;157ex;11:30;non ouvert;
0;Dimanche;KerLannex;09:30;non ouvert;
0;Dimanche;KerLannex;11:00;non ouvert;
0;Dimanche;KerLannex;14:30;non ouvert;
0;Dimanche;KerLannex;17:30;non ouvert;
0;Dimanche;KerLannex;19:30;non ouvert;
0;Dimanche;KerLannex;00:30;non ouvert;
0;Dimanche;159ex;07:30;non ouvert;
0;Dimanche;159ex;09:00;non ouvert;
0;Dimanche;159ex;11:30;non ouvert;
0;Dimanche;159ex;13:00;non ouvert;
0;Dimanche;159ex;13:30;non ouvert;
0;Dimanche;159ex;17:00;non ouvert;
0;Dimanche;159ex;23:30;non ouvert;
0;Dimanche;159ex;00:30;non ouvert;
0;Dimanche;161ex;05:00;non ouvert;
0;Dimanche;161ex;05:30;non ouvert;
0;Dimanche;161ex;08:00;non ouvert;
0;Dimanche;161ex;09:30;non ouvert;
0;Dimanche;161ex;10:00;non ouvert;
0;Dimanche;161ex;13:30;non ouvert;
0;Dimanche;161ex;14:30;non ouvert;
0;Dimanche;161ex;15:00;non ouvert;
0;Dimanche;161ex;15:30;non ouvert;
0;Dimanche;161ex;17:00;non ouvert;
0;Dimanche;161ex;17:30;non ouvert;
0;Dimanche;161ex;22:00;non ouvert;
0;Dimanche;164ex;06:30;non ouvert;
0;Dimanche;164ex;13:00;non ouvert;
0;Dimanche;164ex;14:00;non ouvert;
0;Dimanche;164ex;14:30;non ouvert;
0;Dimanche;164ex;19:00;non ouvert;
0;Dimanche;164ex;20:30;non ouvert;
0;Dimanche;164ex;23:30;non ouvert;
0;Dimanche;165ex;12:00;non ouvert;
0;Dimanche;165ex;13:30;non ouvert;
0;Dimanche;165ex;14:30;non ouvert;
0;Dimanche;165ex;15:00;non ouvert;
0;Dimanche;165ex;16:30;non ouvert;
0;Dimanche;165ex;00:00;non ouvert;
0;Dimanche;167ex;06:00;non ouvert;
0;Dimanche;167ex;12:00;non ouvert;
0;Dimanche;167ex;14:00;non ouvert;
0;Dimanche;167ex;14:30;non ouvert;
0;Dimanche;167ex;21:00;non ouvert;
0;Dimanche;167ex;22:30;non ouvert;
0;Dimanche;167ex;23:00;non ouvert;
0;Dimanche;167ex;23:30;non ouvert;
0;Dimanche;168ex;08:00;non ouvert;
0;Dimanche;168ex;09:00;non ouvert;
0;Dimanche;168ex;20:30;non ouvert;
0;Dimanche;168ex;22:00;non ouvert;
0;Dimanche;172ex;05:30;non ouvert;
0;Dimanche;172ex;06:30;non ouvert;
0;Dimanche;172ex;08:00;non ouvert;
0;Dimanche;172ex;08:30;non ouvert;
0;Dimanche;172ex;10:00;non ouvert;
0;Dimanche;172ex;12:30;non ouvert;
0;Dimanche;172ex;14:00;non ouvert;
0;Dimanche;172ex;15:30;non ouvert;
0;Dimanche;172ex;19:00;non ouvert;
0;Dimanche;173ex;06:00;non ouvert;
0;Dimanche;173ex;07:00;non ouvert;
0;Dimanche;173ex;08:00;non ouvert;
0;Dimanche;173ex;10:30;non ouvert;
0;Dimanche;173ex;13:00;non ouvert;
0;Dimanche;173ex;15:30;non ouvert;
0;Dimanche;173ex;17:00;non ouvert;
0;Dimanche;173ex;21:30;non ouvert;
métro;Lundi-vendredi;Ligne a;05:30;faible;1.0
métro;Lundi-vendredi;Ligne a;07:30;haute;3.0
métro;Lundi-vendredi;Ligne a;08:00;haute;3.0
métro;Lundi-vendredi;Ligne a;08:30;moyenne;2.0
métro;Lundi-vendredi;Ligne a;09:30;moyenne;2.0
métro;Lundi-vendredi;Ligne a;10:00;moyenne;2.0
métro;Lundi-vendredi;Ligne a;11:30;faible;1.0
métro;Lundi-vendredi;Ligne a;13:30;faible;1.0
métro;Lundi-vendredi;Ligne a;16:00;moyenne;2.0
métro;Lundi-vendredi;Ligne a;16:30;moyenne;2.0
métro;Lundi-vendredi;Ligne a;18:00;haute;3.0
métro;Lundi-vendredi;Ligne a;18:30;moyenne;2.0
Articulés;Lundi-vendredi;C1;09:00;faible;1.0
Articulés;Lundi-vendredi;C1;17:00;haute;3.0
Articulés;Lundi-vendredi;C2;06:00;faible;1.0
Articulés;Lundi-vendredi;C2;06:30;faible;1.0
Articulés;Lundi-vendredi;C2;07:30;moyenne;2.0
Articulés;Lundi-vendredi;C2;13:00;faible;1.0
Articulés;Lundi-vendredi;C2;18:30;faible;1.0
Articulés;Lundi-vendredi;C2;20:30;faible;1.0
Articulés;Lundi-vendredi;C3;05:00;faible;1.0
Articulés;Lundi-vendredi;C3;08:00;moyenne;2.0
Articulés;Lundi-vendredi;C3;12:00;faible;1.0
Articulés;Lundi-vendredi;C3;15:30;faible;1.0
Articulés;Lundi-vendredi;C3;16:00;haute;3.0
Articulés;Lundi-vendredi;C3;17:30;haute;3.0
Articulés;Lundi-vendredi;C3;23:30;faible;1.0
Articulés;Lundi-vendredi;C4;07:30;moyenne;2.0
Articulés;Lundi-vendredi;C4;12:30;moyenne;2.0
Articulés;Lundi-vendredi;C4;17:00;moyenne;2.0
Articulés;Lundi-vendredi;C4;22:00;faible;1.0
Articulés;Lundi-vendredi;C5;06:30;faible;1.0
Articulés;Lundi-vendredi;C5;10:30;faible;1.0
Articulés;Lundi-vendredi;C5;12:00;moyenne;2.0
Articulés;Lundi-vendredi;C5;13:00;faible;1.0
Articulés;Lundi-vendredi;C5;13:30;faible;1.0
Articulés;Lundi-vendredi;C5;14:30;faible;1.0
Articulés;Lundi-vendredi;C5;15:00;faible;1.0
Articulés;Lundi-vendredi;C5;16:30;moyenne;2.0
Articulés;Lundi-vendredi;C5;20:00;faible;1.0
Articulés;Lundi-vendredi;C5;21:00;faible;1.0
Articulés;Lundi-vendredi;C5;23:30;faible;1.0
Articulés;Lundi-vendredi;C6;05:30;faible;1.0
Articulés;Lundi-vendredi;C6;11:30;faible;1.0
Articulés;Lundi-vendredi;C6;12:30;faible;1.0
Articulés;Lundi-vendredi;C6;17:30;haute;3.0
Articulés;Lundi-vendredi;C6;18:00;moyenne;2.0
Articulés;Lundi-vendredi;C6;21:30;faible;1.0
Articulés;Lundi-vendredi;C6;22:30;faible;1.0
Articulés;Lundi-vendredi;C6;23:30;faible;1.0
Articulés;Lundi-vendredi;9;05:00;faible;1.0
Articulés;Lundi-vendredi;9;06:30;faible;1.0
Articulés;Lundi-vendredi;9;07:00;faible;1.0
Articulés;Lundi-vendredi;9;09:30;faible;1.0
Articulés;Lundi-vendredi;9;14:30;faible;1.0
Articulés;Lundi-vendredi;9;15:30;faible;1.0
Articulés;Lundi-vendredi;9;17:30;faible;1.0
Articulés;Lundi-vendredi;9;18:00;moyenne;2.0
Articulés;Lundi-vendredi;9;18:30;faible;1.0
Articulés;Lundi-vendredi;9;20:00;faible;1.0
Articulés;Lundi-vendredi;9;22:00;faible;1.0
standard;Lundi-vendredi;11;06:00;faible;1.0
standard;Lundi-vendredi;11;06:30;faible;1.0
standard;Lundi-vendredi;11;10:30;faible;1.0
standard;Lundi-vendredi;11;13:00;faible;1.0
standard;Lundi-vendredi;11;14:30;faible;1.0
standard;Lundi-vendredi;11;19:00;faible;1.0
standard;Lundi-vendredi;11;19:30;faible;1.0
standard;Lundi-vendredi;11;20:30;faible;1.0
standard;Lundi-vendredi;11;21:00;faible;1.0
standard;Lundi-vendredi;11;23:00;non ouvert;
standard;Lundi-vendredi;11;00:00;non ouvert;
standard;Lundi-vendredi;12;09:30;faible;1.0
standard;Lundi-vendredi;12;19:00;faible;1.0
standard;Lundi-vendredi;13;06:00;faible;1.0
standard;Lundi-vendredi;13;06:30;faible;1.0
standard;Lundi-vendredi;13;08:30;faible;1.0
standard;Lundi-vendredi;13;09:00;faible;1.0
standard;Lundi-vendredi;13;10:00;faible;1.0
standard;Lundi-vendredi;13;10:30;faible;1.0
standard;Lundi-vendredi;13;11:30;faible;1.0
standard;Lundi-vendredi;13;15:30;faible;1.0
standard;Lundi-vendredi;13;16:00;faible;1.0
standard;Lundi-vendredi;13;19:30;faible;1.0
standard;Lundi-vendredi;13;23:30;non ouvert;
standard;Lundi-vendredi;14;08:30;faible;1.0
standard;Lundi-vendredi;14;09:30;faible;1.0
standard;Lundi-vendredi;14;12:30;faible;1.0
standard;Lundi-vendredi;14;14:00;faible;1.0
standard;Lundi-vendredi;14;15:30;faible;1.0
standard;Lundi-vendredi;14;16:30;moyenne;2.0
standard;Lundi-vendredi;14;18:30;faible;1.0
standard;Lundi-vendredi;14;19:30;faible;1.0
standard;Lundi-vendredi;14;23:00;non ouvert;
standard;Lundi-vendredi;14;00:30;non ouvert;
standard;Lundi-vendredi;31;10:00;faible;1.0
standard;Lundi-vendredi;31;10:30;faible;1.0
standard;Lundi-vendredi;31;12:00;faible;1.0
standard;Lundi-vendredi;31;15:00;faible;1.0
standard;Lundi-vendredi;31;20:30;faible;1.0
standard;Lundi-vendredi;31;21:00;non ouvert;
standard;Lundi-vendredi;31;23:30;non ouvert;
standard;Lundi-vendredi;32;16:00;faible;1.0
standard;Lundi-vendredi;32;18:00;faible;1.0
standard;Lundi-vendredi;32;00:00;non ouvert;
standard;Lundi-vendredi;32;00:30;non ouvert;
standard;Lundi-vendredi;34;08:00;faible;1.0
standard;Lundi-vendredi;34;11:30;faible;1.0
standard;Lundi-vendredi;34;18:30;faible;1.0
standard;Lundi-vendredi;34;21:00;non ouvert;
standard;Lundi-vendredi;34;22:00;non ouvert;
standard;Lundi-vendredi;34;22:30;non ouvert;
standard;Lundi-vendredi;35;06:00;non ouvert;
standard;Lundi-vendredi;35;06:30;non ouvert;
standard;Lundi-vendredi;35;10:00;non ouvert;
standard;Lundi-vendredi;35;11:00;non ouvert;
standard;Lundi-vendredi;35;12:00;non ouvert;
standard;Lundi-vendredi;35;13:30;non ouvert;
standard;Lundi-vendredi;35;14:30;non ouvert;
standard;Lundi-vendredi;35;15:30;non ouvert;
standard;Lundi-vendredi;35;17:30;faible;1.0
standard;Lundi-vendredi;35;18:30;faible;1.0
standard;Lundi-vendredi;35;20:00;non ouvert;
standard;Lundi-vendredi;35;21:00;non ouvert;
standard;Lundi-vendredi;35;23:00;non ouvert;
standard;Lundi-vendredi;35;00:00;non ouvert;
standard;Lundi-vendredi;36;15:00;faible;1.0
standard;Lundi-vendredi;36;18:00;faible;1.0
standard;Lundi-vendredi;36;20:00;faible;1.0
standard;Lundi-vendredi;36;20:30;faible;1.0
standard;Lundi-vendredi;36;22:00;non ouvert;
standard;Lundi-vendredi;36;22:30;non ouvert;
standard;Lundi-vendredi;37;05:00;non ouvert;
standard;Lundi-vendredi;37;07:30;faible;1.0
standard;Lundi-vendredi;37;08:00;faible;1.0
standard;Lundi-vendredi;37;20:00;non ouvert;
standard;Lundi-vendredi;37;22:30;non ouvert;
standard;Lundi-vendredi;37;00:00;non ouvert;
standard;Lundi-vendredi;38;10:30;non ouvert;
standard;Lundi-vendredi;38;16:30;non ouvert;
standard;Lundi-vendredi;38;18:00;faible;1.0
standard;Lundi-vendredi;38;20:30;non ouvert;
métro;Lundi-vendredi;Ligne a;07:00;faible;1.0
standard;Lundi-vendredi;38;00:30;non ouvert;
métro;Lundi-vendredi;Ligne a;10:30;moyenne;2.0
standard;Lundi-vendredi;40;06:00;non ouvert;
métro;Lundi-vendredi;Ligne a;12:30;moyenne;2.0
standard;Lundi-vendredi;40;08:30;faible;1.0
métro;Lundi-vendredi;Ligne a;23:30;faible;1.0
standard;Lundi-vendredi;40;10:00;non ouvert;
Articulés;Lundi-vendredi;C1;06:00;faible;1.0
standard;Lundi-vendredi;40;18:00;moyenne;2.0
Articulés;Lundi-vendredi;C1;10:00;faible;1.0
standard;Lundi-vendredi;40;21:00;non ouvert;
Articulés;Lundi-vendredi;C1;12:30;faible;1.0
standard;Lundi-vendredi;41ex;07:00;faible;1.0
Articulés;Lundi-vendredi;C1;20:30;faible;1.0
standard;Lundi-vendredi;41ex;08:30;moyenne;2.0
Articulés;Lundi-vendredi;C1;00:00;non ouvert;
standard;Lundi-vendredi;41ex;13:30;non ouvert;
Articulés;Lundi-vendredi;C2;05:00;faible;1.0
standard;Lundi-vendredi;41ex;14:00;non ouvert;
Articulés;Lundi-vendredi;C2;21:30;faible;1.0
standard;Lundi-vendredi;41ex;14:30;non ouvert;
Articulés;Lundi-vendredi;C2;23:00;faible;1.0
standard;Lundi-vendredi;41ex;16:00;faible;1.0
Articulés;Lundi-vendredi;C3;09:30;faible;1.0
standard;Lundi-vendredi;41ex;18:00;faible;1.0
Articulés;Lundi-vendredi;C3;10:30;faible;1.0
standard;Lundi-vendredi;44ex;05:00;non ouvert;
Articulés;Lundi-vendredi;C3;13:00;faible;1.0
standard;Lundi-vendredi;44ex;06:30;non ouvert;
Articulés;Lundi-vendredi;C3;14:00;faible;1.0
standard;Lundi-vendredi;44ex;11:30;non ouvert;
Articulés;Lundi-vendredi;C3;00:00;non ouvert;
standard;Lundi-vendredi;44ex;13:00;non ouvert;
Articulés;Lundi-vendredi;C4;05:00;faible;1.0
standard;Lundi-vendredi;44ex;19:00;non ouvert;
Articulés;Lundi-vendredi;C4;05:30;faible;1.0
standard;Lundi-vendredi;44ex;22:30;non ouvert;
Articulés;Lundi-vendredi;C4;12:00;moyenne;2.0
standard;Lundi-vendredi;44ex;23:00;non ouvert;
Articulés;Lundi-vendredi;C4;13:00;haute;3.0
Articulés;Lundi-vendredi;50;05:00;non ouvert;
Articulés;Lundi-vendredi;C4;14:00;faible;1.0
Articulés;Lundi-vendredi;50;06:00;faible;1.0
Articulés;Lundi-vendredi;C4;15:30;faible;1.0
Articulés;Lundi-vendredi;50;20:00;faible;1.0
Articulés;Lundi-vendredi;C4;17:30;moyenne;2.0
Articulés;Lundi-vendredi;50;21:30;non ouvert;
Articulés;Lundi-vendredi;C4;18:00;haute;3.0
Articulés;Lundi-vendredi;50;23:00;non ouvert;
Articulés;Lundi-vendredi;C4;18:30;moyenne;2.0
Articulés;Lundi-vendredi;50;00:00;non ouvert;
Articulés;Lundi-vendredi;C4;19:30;faible;1.0
standard;Lundi-vendredi;51;09:00;faible;1.0
Articulés;Lundi-vendredi;C4;20:00;moyenne;2.0
standard;Lundi-vendredi;51;12:30;faible;1.0
Articulés;Lundi-vendredi;C4;22:30;faible;1.0
standard;Lundi-vendredi;51;16:00;faible;1.0
Articulés;Lundi-vendredi;C5;07:00;faible;1.0
standard;Lundi-vendredi;51;17:00;faible;1.0
Articulés;Lundi-vendredi;C5;07:30;moyenne;2.0
standard;Lundi-vendredi;51;23:30;non ouvert;
Articulés;Lundi-vendredi;C5;09:00;faible;1.0
standard;Lundi-vendredi;52;06:00;faible;1.0
Articulés;Lundi-vendredi;C5;11:00;faible;1.0
standard;Lundi-vendredi;52;06:30;faible;1.0
Articulés;Lundi-vendredi;C5;16:00;moyenne;2.0
standard;Lundi-vendredi;52;07:00;moyenne;2.0
Articulés;Lundi-vendredi;C5;18:30;faible;1.0
standard;Lundi-vendredi;52;10:00;faible;1.0
Articulés;Lundi-vendredi;C5;20:30;faible;1.0
standard;Lundi-vendredi;52;11:30;faible;1.0
Articulés;Lundi-vendredi;C5;21:30;faible;1.0
standard;Lundi-vendredi;52;12:00;faible;1.0
Articulés;Lundi-vendredi;C6;06:30;faible;1.0
standard;Lundi-vendredi;52;16:00;faible;1.0
Articulés;Lundi-vendredi;C6;08:00;moyenne;2.0
Articulés;Lundi-vendredi;53;15:00;faible;1.0
Articulés;Lundi-vendredi;C6;10:00;faible;1.0
Articulés;Lundi-vendredi;53;16:00;faible;1.0
Articulés;Lundi-vendredi;C6;12:00;faible;1.0
Articulés;Lundi-vendredi;53;19:30;faible;1.0
Articulés;Lundi-vendredi;C6;20:00;faible;1.0
Articulés;Lundi-vendredi;53;21:30;non ouvert;
Articulés;Lundi-vendredi;C6;00:30;non ouvert;
Articulés;Lundi-vendredi;53;22:30;non ouvert;
Articulés;Lundi-vendredi;9;05:30;faible;1.0
Articulés;Lundi-vendredi;54;06:30;faible;1.0
Articulés;Lundi-vendredi;9;10:00;faible;1.0
Articulés;Lundi-vendredi;54;07:30;moyenne;2.0
Articulés;Lundi-vendredi;9;13:30;faible;1.0
Articulés;Lundi-vendredi;54;10:00;faible;1.0
Articulés;Lundi-vendredi;9;14:00;faible;1.0
Articulés;Lundi-vendredi;54;10:30;faible;1.0
Articulés;Lundi-vendredi;9;23:30;faible;1.0
Articulés;Lundi-vendredi;54;11:00;faible;1.0
standard;Lundi-vendredi;11;09:00;faible;1.0
Articulés;Lundi-vendredi;54;11:30;faible;1.0
standard;Lundi-vendredi;11;11:00;faible;1.0
Articulés;Lundi-vendredi;54;13:00;faible;1.0
standard;Lundi-vendredi;11;11:30;faible;1.0
Articulés;Lundi-vendredi;54;14:30;faible;1.0
standard;Lundi-vendredi;11;12:00;faible;1.0
Articulés;Lundi-vendredi;54;15:30;faible;1.0
standard;Lundi-vendredi;11;13:30;faible;1.0
Articulés;Lundi-vendredi;54;16:00;faible;1.0
standard;Lundi-vendredi;11;15:00;faible;1.0
Articulés;Lundi-vendredi;54;17:00;faible;1.0
standard;Lundi-vendredi;11;18:00;faible;1.0
Articulés;Lundi-vendredi;54;20:00;faible;1.0
standard;Lundi-vendredi;11;23:30;non ouvert;
Articulés;Lundi-vendredi;54;00:30;non ouvert;
standard;Lundi-vendredi;12;05:00;non ouvert;
Articulés;Lundi-vendredi;55;13:30;faible;1.0
standard;Lundi-vendredi;12;06:00;faible;1.0
Articulés;Lundi-vendredi;55;14:00;faible;1.0
standard;Lundi-vendredi;12;06:30;faible;1.0
Articulés;Lundi-vendredi;55;14:30;faible;1.0
standard;Lundi-vendredi;12;07:00;faible;1.0
Articulés;Lundi-vendredi;55;17:00;haute;3.0
standard;Lundi-vendredi;12;07:30;faible;1.0
Articulés;Lundi-vendredi;55;18:30;faible;1.0
standard;Lundi-vendredi;12;12:00;faible;1.0
Articulés;Lundi-vendredi;55;19:30;faible;1.0
standard;Lundi-vendredi;12;14:00;faible;1.0
Articulés;Lundi-vendredi;55;21:00;non ouvert;
standard;Lundi-vendredi;12;16:00;faible;1.0
Articulés;Lundi-vendredi;55;23:00;non ouvert;
standard;Lundi-vendredi;12;17:00;faible;1.0
Articulés;Lundi-vendredi;55;23:30;non ouvert;
standard;Lundi-vendredi;12;18:30;faible;1.0
Articulés;Lundi-vendredi;55;00:30;non ouvert;
